,open_price,close_price,return,order_type,amount,adx,rsi,ema_24_100_diff,support_trendline_slope,resist_trendline_slope,ema50_slope,atr
365,-1.0173507534728,-1.042154910565801,1.0,sell,5.582596090096665,-0.22810845591314505,53.681725925569495,-0.822522237469512,0.5830135038016848,1.379568039456337,-0.1142695337062071,-0.4688845364423787
366,-1.094470113982766,-1.1077801889399994,0.0,buy,5.755915296140715,-0.8506175744443474,45.26006095363241,-0.12412895937563598,0.5831373864103492,1.340079660407212,-0.2723730288405954,0.3864016833547074
367,-1.0686859974779233,-1.090564879228424,0.0,buy,5.685749747694078,-1.1477375152128972,36.61735869984647,0.0674106875470713,0.5831435311056287,1.322910380391601,-0.5355144927791535,-0.3520649552017983
368,-1.044429253336319,-1.029651159301605,0.0,sell,5.605154565495715,0.21897312029011515,68.8418663504259,0.006329342928944259,0.5830799193068357,1.2855190547511213,0.834499401876679,0.5276580137323661
369,-1.028689551694809,-0.9889039450369156,0.0,sell,5.558408113578711,0.950267633554257,57.67764654484149,0.5254102883956585,0.5172843475868009,1.2301607599470683,0.29930497276036555,-0.4533880613798399
370,-0.9130493424306199,-1.015257607121702,0.0,buy,5.316894153978571,3.302402546872106,18.85964584414528,-2.11059932694262,0.5009517895903403,1.1498995909832983,-2.774885814885524,2.290084042958843
371,-1.0181532711551795,-0.9969291270077245,0.0,sell,5.31822033333264,-0.09871415515749381,55.249339903374405,-0.6211476761432216,0.5009603859769288,1.1164198396163112,0.13020350663128263,-0.5755718070651361
372,-1.0993887707457375,-1.1814306492850062,0.0,buy,5.4169140517470575,-0.7553372699701207,43.40940922330316,-1.1852873117475438,0.500938943348118,1.0672727491373546,-0.4420368766725001,0.7374564453480841
373,-1.0561822542331052,-0.9686856640072318,1.0,buy,5.213335728127508,-0.8499911847145305,51.45576529943442,0.5816946976722283,0.5010366260705105,1.0013388492106992,0.04012441708405225,-0.5570952406444356
374,-0.9754127326516703,-1.0158271361647908,0.0,buy,5.22038004010618,-0.6292675104188659,23.64906528976174,-0.25957640629500933,0.5010238640996361,0.9722613977668194,-0.992030768357914,0.24454933470544074
375,-1.0101798696657305,-1.0242665210760293,0.0,buy,5.208688303584237,0.06013893045421949,35.91942516996455,-0.01801583762229076,0.5009601962969562,0.9420289864590544,-0.751088957661778,0.681430727814334
376,-0.9862855528645559,-1.0602762892095627,0.0,buy,5.148384320199173,0.8070593814206511,19.248471921145292,-0.5488098847602763,0.5009579430841302,0.6888128190011265,-0.862331034076044,0.025810629015183124
377,-1.0509270577968772,-1.057066216421239,0.0,buy,5.1310969196872,-0.14516620571586822,35.15007582776632,-0.10040170474133087,0.5008574619913303,0.6882417740253095,-0.3129127367429092,-0.6941794431206353
378,-1.0944960016499394,-1.0651431737596033,0.0,sell,5.185321833406238,-0.9527390784799185,76.0831840507084,-0.1621733209585858,0.5008099650998573,0.6373319029356985,0.770635543555218,0.25050951742179134
379,-1.089111366877844,-1.0163190021565507,1.0,buy,5.134774130564417,-0.38164109130303,61.24004452665734,1.1133273469056104,0.5008189470476703,0.5310317827495991,0.5262047198141853,-0.5147779433583192
380,-1.0312783184121626,-1.0056532764405077,0.0,sell,5.154215178025279,1.2511032565488185,50.543536856153466,0.420399952330364,0.5009075417858567,0.4740929615607903,0.06655310300375185,-0.5386186742237351
381,-0.9412410119826017,-0.9432121831708564,0.0,buy,4.986985330335753,-0.6573619894875646,60.35803151655488,0.6730879046278918,0.5007591793578244,0.44156718135029377,0.24322202393117606,-0.6530541823777619
382,-0.9366847825600592,-0.9123540641089065,0.0,sell,4.9747986035410605,-0.09303102794800185,67.0940287627965,0.37905610107023596,0.5008451850837917,0.40136988848818667,0.5627025433604573,-0.20246436902126216
383,-0.9154310078105854,-0.9359377440295746,0.0,buy,4.9133944071151445,-0.6689749128119089,55.83869056948004,-0.2351951194699949,0.5008638021913536,0.35794818488710084,-0.0311147314405226,-0.8372238283131721
